id,created_at,text,tweetlink
8.65596E+17,5/19/17 11:53,"Update: NEC train #3836, the 11:31am from Sec. is up to 20 min. late due to an earlier mechanical problem.",https://twitter.com/NJTRANSIT_NEC/status/865596243128483841
8.65593E+17,5/19/17 11:39,"NEC train #3836, the 11:31am from Secaucus is delayed due to mechanical problems. An update to follow.",https://twitter.com/NJTRANSIT_NEC/status/865592775491944448
8.65572E+17,5/19/17 10:15,Rahway Station:  Outbound (Westbound) Platform Elevator Out of Service - Effective Immediately throu... https://t.co/sQD1HD1GXS,https://twitter.com/NJTRANSIT_NEC/status/865571702503112705
8.65566E+17,5/19/17 9:51,Metropark Station: Eastbound Platform Elevator Temporarily Out of Service - Effective Immediately  https://t.co/bShm0dChwP,https://twitter.com/NJTRANSIT_NEC/status/865565539535650816
8.65563E+17,5/19/17 9:40,Train service in/out of Penn Station New York is now operating on or close schedule with residual delays to trains already enroute.,https://twitter.com/NJTRANSIT_NEC/status/865562728278130690
8.65545E+17,5/19/17 8:31,Train service in/out of PSNY is subject to up to 30 minute delays due to congestion caused by the sp... https://t.co/eZoqbGkzZu,https://twitter.com/NJTRANSIT_NEC/status/865545461150605314
8.65536E+17,5/19/17 7:52,"NEC train #3930, the 8:11am from Trenton is CANCELLED due to operational issues. Customers may use train #3932 the 8:26am from Trenton.",https://twitter.com/NJTRANSIT_NEC/status/865535614988427264
8.65497E+17,5/19/17 5:19,"NEC train #3811, the 4:51am from PSNY was CANCELLED due to an operational issue. Customers may use train #3813, the 5:07am from PSNY.",https://twitter.com/NJTRANSIT_NEC/status/865497001940574208
8.65377E+17,5/18/17 21:23,NEC train #3737 the 9:54pm from NYPS is CANCELLED due to an operational issue. Customers to train #3891 the 10:11pm from NYPS.,https://twitter.com/NJTRANSIT_NEC/status/865377282961154048
8.65359E+17,5/18/17 20:10,Train service in/out of Penn Station New York is now on or close to schedule with residual delays to... https://t.co/eZoqbG2Z7W,https://twitter.com/NJTRANSIT_NEC/status/865359047788199937
8.65343E+17,5/18/17 19:06,NEC train #3177 the 7:22pm from NYPS is CANCELLED. Customers to train #3881 the 7:43pm from NYPS making additional stops today.,https://twitter.com/NJTRANSIT_NEC/status/865342768373260288
8.65328E+17,5/18/17 18:06,"NEC train #3957, the 6:01pm from NYPS is CANCELLED due to shortage of equipment.  Customers to train #3959, the 6:12pm from NYPS.",https://twitter.com/NJTRANSIT_NEC/status/865327716547141633
8.65323E+17,5/18/17 17:46,UPDATE: NEC train #3896 the 5:10pm from EWR is CANCELLED due to a mechanical problem. Customers to train #3862 the 5:38pm from EWR.,https://twitter.com/NJTRANSIT_NEC/status/865322824264802304
8.6532E+17,5/18/17 17:37,Train service in/out of PSNY is subject to up to 30 minute delays due to congestion caused by the sp... https://t.co/eZoqbG2Z7W,https://twitter.com/NJTRANSIT_NEC/status/865320379740561408
8.6532E+17,5/18/17 17:36,NEC train #3896 the 5:10pm from EWR is up to 25 min. late due to a mechanical problem. An update will follow.,https://twitter.com/NJTRANSIT_NEC/status/865320107454713856
8.65318E+17,5/18/17 17:28,NEC train #3898 the 5:31pm from Trenton is CANCELLED. Customers to train #3868 the 6:02pm from Trenton.,https://twitter.com/NJTRANSIT_NEC/status/865318259096211458
8.65314E+17,5/18/17 17:11,"Beginning at 10 p.m. Saturday, May 20 and continuing until 12 p.m. Sunday, May 21, Newark Liberty ... https://t.co/eZoqbG2Z7W",https://twitter.com/NJTRANSIT_NEC/status/865313815545749506
8.65302E+17,5/18/17 16:24,NEC train #3855 the 6:37pm from Princeton Jct. is up to 15 min. late due to a late train ahead.,https://twitter.com/NJTRANSIT_NEC/status/865302168668123137
8.65302E+17,5/18/17 16:22,NEC train #3853 the 6:21pm from Princeton Jct. is up to 30 min. late due to an earlier mechanical problem.,https://twitter.com/NJTRANSIT_NEC/status/865301590240092160
